type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-10-13 03:04:31,-33.91919629,151.22911427,3.24,36.292,22.180,0.153,166,42,46,,
T,2023-10-13 03:04:32,-33.91919629,151.22911427,3.58,36.292,22.180,0.107,166,41,46,,
T,2023-10-13 03:04:33,-33.91919629,151.22911427,4.40,36.292,22.180,0.186,156,41,46,,
T,2023-10-13 03:04:34,-33.91919629,151.22911427,4.78,36.292,22.180,0.242,156,41,46,,
T,2023-10-13 03:04:35,-33.91919629,151.22911427,4.90,36.292,22.180,0.169,143,42,46,,
T,2023-10-13 03:04:36,-33.91919629,151.22911427,4.90,36.292,22.180,0.118,143,42,46,,
T,2023-10-13 03:04:37,-33.91919629,151.22911427,4.90,36.292,22.180,0.083,142,42,46,,
T,2023-10-13 03:04:38,-33.91919629,151.22911427,4.90,36.292,22.180,0.058,142,42,46,,
T,2023-10-13 03:04:39,-33.91919629,151.22911427,4.90,36.292,22.180,0.041,143,42,46,,
T,2023-10-13 03:04:40,-33.91919629,151.22911427,4.90,36.292,22.180,0.028,143,42,46,,
T,2023-10-13 03:04:41,-33.91919629,151.22911427,4.90,36.292,22.180,0.020,144,42,46,,
T,2023-10-13 03:04:42,-33.91919629,151.22911427,4.90,36.292,22.180,0.014,144,42,46,,
T,2023-10-13 03:04:43,-33.91919629,151.22911427,4.90,36.292,22.180,0.107,144,42,46,,
T,2023-10-13 03:04:44,-33.91919629,151.22911427,4.90,36.292,22.180,0.172,144,42,46,,
T,2023-10-13 03:04:45,-33.91919629,151.22911427,4.90,36.292,22.180,0.261,144,42,46,,
T,2023-10-13 03:04:46,-33.91919910,151.22911781,4.70,36.204,22.180,0.315,145,43,46,,
T,2023-10-13 03:04:47,-33.91919950,151.22911417,4.70,36.229,22.180,0.372,287,45,46,,
T,2023-10-13 03:04:48,-33.91920061,151.22910914,4.70,36.398,22.180,0.595,5,45,46,,
T,2023-10-13 03:04:49,-33.91920054,151.22910206,4.70,36.625,22.180,0.570,340,45,46,,
T,2023-10-13 03:04:50,-33.91919962,151.22909056,4.70,36.554,22.180,0.565,280,45,46,,
T,2023-10-13 03:04:51,-33.91919856,151.22908028,4.70,36.538,22.180,0.755,264,45,46,,
T,2023-10-13 03:04:52,-33.91919783,151.22907285,4.70,36.514,22.180,0.908,289,44,46,,
T,2023-10-13 03:04:53,-33.91919722,151.22906959,4.70,36.446,22.180,1.018,331,44,46,,
T,2023-10-13 03:04:54,-33.91920171,151.22905890,4.70,36.323,22.180,1.460,235,43,46,,
T,2023-10-13 03:04:55,-33.91919818,151.22905966,4.70,36.131,22.180,1.154,250,43,46,,
T,2023-10-13 03:04:56,-33.91919672,151.22905129,4.70,35.937,22.180,0.763,259,44,46,,
T,2023-10-13 03:04:57,-33.91919231,151.22904217,4.70,35.691,22.180,0.947,267,45,46,,
T,2023-10-13 03:04:58,-33.91918829,151.22902931,4.70,35.445,22.180,1.097,277,45,46,,
T,2023-10-13 03:04:59,-33.91918702,151.22901847,4.70,35.462,22.180,1.067,273,44,46,,
T,2023-10-13 03:05:00,-33.91918544,151.22900666,4.70,35.390,22.180,0.968,275,44,46,,
T,2023-10-13 03:05:01,-33.91918286,151.22899251,4.67,35.422,22.180,0.872,274,44,46,,
T,2023-10-13 03:05:02,-33.91917883,151.22898248,3.86,35.487,22.180,0.491,285,45,46,,
T,2023-10-13 03:05:03,-33.91917883,151.22897300,3.97,35.674,22.180,0.281,336,45,46,,
T,2023-10-13 03:05:04,-33.91917147,151.22897088,3.81,35.736,22.180,0.604,44,45,46,,
T,2023-10-13 03:05:05,-33.91915775,151.22898085,3.41,35.729,22.180,0.830,25,45,46,,
T,2023-10-13 03:05:06,-33.91914794,151.22898363,3.20,35.607,22.180,0.682,9,45,46,,
T,2023-10-13 03:05:07,-33.91913544,151.22898084,3.02,35.544,22.180,1.107,340,45,46,,
T,2023-10-13 03:05:08,-33.91912407,151.22898022,3.48,35.604,22.180,1.041,347,45,46,,
T,2023-10-13 03:05:09,-33.91911822,151.22898055,3.63,35.475,22.180,0.854,355,45,46,,
T,2023-10-13 03:05:10,-33.91910880,151.22898170,4.17,35.309,22.180,0.877,2,45,46,,
T,2023-10-13 03:05:11,-33.91910229,151.22897706,4.81,35.234,22.180,0.808,5,45,46,,
T,2023-10-13 03:05:12,-33.91909302,151.22897589,4.88,35.213,22.180,0.775,10,45,46,,
T,2023-10-13 03:05:13,-33.91908471,151.22898264,4.33,35.125,22.180,0.919,34,46,47,,
T,2023-10-13 03:05:14,-33.91907476,151.22899081,4.18,34.930,22.180,0.977,79,46,47,,
T,2023-10-13 03:05:15,-33.91906851,151.22900366,3.75,34.809,22.180,0.852,75,46,47,,
T,2023-10-13 03:05:16,-33.91905981,151.22899512,3.07,34.672,22.180,0.350,73,46,47,,
T,2023-10-13 03:05:17,-33.91905855,151.22900088,2.84,34.783,22.180,0.505,59,46,47,,
T,2023-10-13 03:05:18,-33.91905895,151.22901938,2.73,34.528,22.180,0.648,86,46,47,,
T,2023-10-13 03:05:19,-33.91905775,151.22903087,2.63,34.368,22.180,0.836,99,45,47,,
T,2023-10-13 03:05:20,-33.91905982,151.22904181,2.65,34.266,22.180,0.962,93,44,46,,
T,2023-10-13 03:05:21,-33.91906293,151.22905484,2.80,34.114,22.180,1.050,91,44,46,,
T,2023-10-13 03:05:22,-33.91906935,151.22906834,2.71,34.066,22.180,1.108,91,44,46,,
T,2023-10-13 03:05:23,-33.91907293,151.22907937,2.76,33.960,22.180,0.949,94,45,46,,
T,2023-10-13 03:05:24,-33.91907331,151.22909486,2.72,33.860,22.180,0.852,102,45,46,,
T,2023-10-13 03:05:25,-33.91907692,151.22910340,2.59,33.811,22.180,0.961,99,45,46,,
T,2023-10-13 03:05:26,-33.91907882,151.22911165,2.56,33.695,22.180,0.923,99,45,46,,
T,2023-10-13 03:05:27,-33.91908029,151.22912289,2.60,33.502,22.180,0.924,92,45,46,,
T,2023-10-13 03:05:28,-33.91908262,151.22913730,2.63,33.437,22.180,0.762,98,45,46,,
T,2023-10-13 03:05:29,-33.91908587,151.22914771,2.70,33.420,22.180,0.739,109,45,46,,
T,2023-10-13 03:05:30,-33.91909006,151.22915817,2.93,33.467,22.180,0.924,109,45,46,,
T,2023-10-13 03:05:31,-33.91909479,151.22916677,3.11,33.638,22.180,0.878,111,45,46,,
T,2023-10-13 03:05:32,-33.91909619,151.22917985,3.61,33.481,22.180,0.777,98,45,46,,
T,2023-10-13 03:05:33,-33.91910026,151.22919011,4.00,33.338,22.180,0.805,98,45,46,,
T,2023-10-13 03:05:34,-33.91910214,151.22919838,4.40,33.309,22.180,0.918,100,45,46,,
T,2023-10-13 03:05:35,-33.91910412,151.22920735,4.78,33.230,22.180,1.012,101,45,46,,
T,2023-10-13 03:05:36,-33.91910534,151.22921789,4.70,33.508,22.180,0.877,97,45,46,,
T,2023-10-13 03:05:37,-33.91910275,151.22922918,4.98,33.312,22.180,0.802,88,45,46,,
T,2023-10-13 03:05:38,-33.91910126,151.22923889,4.79,33.144,22.180,0.954,92,45,46,,
T,2023-10-13 03:05:39,-33.91910123,151.22924981,4.55,33.170,22.180,1.036,97,45,46,,
T,2023-10-13 03:05:40,-33.91910152,151.22925907,4.18,33.058,22.180,1.070,106,45,46,,
T,2023-10-13 03:05:41,-33.91910116,151.22927143,4.03,32.982,22.180,0.924,106,45,46,,
T,2023-10-13 03:05:42,-33.91910227,151.22928491,4.03,33.014,22.180,0.816,110,45,46,,
T,2023-10-13 03:05:43,-33.91910574,151.22929599,4.31,32.925,22.180,0.888,110,45,46,,
T,2023-10-13 03:05:44,-33.91910692,151.22930582,4.50,32.799,22.180,0.904,110,45,46,,
T,2023-10-13 03:05:45,-33.91911041,151.22931525,4.90,33.008,22.180,0.892,106,45,46,,
T,2023-10-13 03:05:46,-33.91911273,151.22932402,4.70,33.048,22.180,0.949,101,45,46,,
T,2023-10-13 03:05:47,-33.91911713,151.22933034,4.70,33.136,22.180,0.946,101,45,46,,
T,2023-10-13 03:05:48,-33.91912090,151.22933645,4.70,33.319,22.179,0.943,106,45,46,,
T,2023-10-13 03:05:49,-33.91912599,151.22933987,4.70,33.560,22.179,0.840,104,45,46,,
T,2023-10-13 03:05:50,-33.91912600,151.22934965,4.70,33.750,22.179,0.704,94,45,46,,
T,2023-10-13 03:05:51,-33.91912641,151.22936007,4.70,33.957,22.179,0.748,90,45,46,,
T,2023-10-13 03:05:52,-33.91912617,151.22937094,4.70,33.965,22.179,0.862,88,45,46,,
T,2023-10-13 03:05:53,-33.91912791,151.22938296,4.70,34.177,22.179,0.783,91,45,46,,
T,2023-10-13 03:05:54,-33.91912774,151.22939235,4.70,34.355,22.179,0.764,93,45,46,,
T,2023-10-13 03:05:55,-33.91912734,151.22940383,4.70,34.395,22.179,0.877,97,45,46,,
T,2023-10-13 03:05:56,-33.91912702,151.22941689,4.70,34.213,22.179,0.684,92,45,46,,
T,2023-10-13 03:05:57,-33.91912588,151.22942695,4.70,34.032,22.179,0.622,92,45,46,,
T,2023-10-13 03:05:58,-33.91912555,151.22943710,4.70,33.798,22.179,0.753,80,45,46,,
T,2023-10-13 03:05:59,-33.91912386,151.22944716,4.70,33.457,22.179,0.752,77,45,46,,
T,2023-10-13 03:06:00,-33.91912204,151.22945914,4.70,33.125,22.179,0.626,75,45,46,,
T,2023-10-13 03:06:01,-33.91911693,151.22947937,4.70,32.696,22.179,0.618,80,45,46,,
T,2023-10-13 03:06:02,-33.91911246,151.22949555,4.81,32.647,22.179,0.795,88,45,46,,
T,2023-10-13 03:06:03,-33.91910933,151.22950864,4.45,32.525,22.179,0.827,93,45,46,,
T,2023-10-13 03:06:04,-33.91910937,151.22952224,4.31,32.456,22.179,0.755,101,45,46,,
T,2023-10-13 03:06:05,-33.91911013,151.22953447,4.33,32.657,22.179,0.632,105,45,46,,
T,2023-10-13 03:06:06,-33.91911230,151.22954468,4.57,32.513,22.179,0.752,108,45,46,,
T,2023-10-13 03:06:07,-33.91911317,151.22955511,4.70,32.702,22.179,0.923,111,45,46,,
T,2023-10-13 03:06:08,-33.91911521,151.22956612,4.70,32.904,22.179,0.864,117,45,46,,
T,2023-10-13 03:06:09,-33.91911543,151.22957501,4.87,32.809,22.179,0.609,112,45,46,,
T,2023-10-13 03:06:10,-33.91911354,151.22958498,4.61,32.742,22.179,0.602,110,45,46,,
T,2023-10-13 03:06:11,-33.91911176,151.22959453,4.26,32.672,22.179,0.790,102,45,46,,
T,2023-10-13 03:06:12,-33.91911072,151.22960519,3.73,32.700,22.179,0.894,97,45,46,,
T,2023-10-13 03:06:13,-33.91910755,151.22961429,3.59,32.537,22.179,0.683,101,45,46,,
T,2023-10-13 03:06:14,-33.91910834,151.22962490,3.45,32.572,22.179,0.679,104,45,46,,
T,2023-10-13 03:06:15,-33.91910971,151.22963617,3.40,32.574,22.179,0.882,106,45,46,,
T,2023-10-13 03:06:16,-33.91911168,151.22964599,3.29,32.566,22.179,0.699,105,45,46,,
T,2023-10-13 03:06:17,-33.91911113,151.22965846,3.03,32.585,22.179,0.682,98,45,46,,
T,2023-10-13 03:06:18,-33.91911208,151.22967005,2.98,32.617,22.179,0.851,98,44,46,,
T,2023-10-13 03:06:19,-33.91911547,151.22968191,2.67,32.711,22.179,0.945,102,45,46,,
T,2023-10-13 03:06:20,-33.91911946,151.22969407,2.63,32.568,22.179,0.967,107,45,46,,
T,2023-10-13 03:06:21,-33.91912204,151.22970745,2.47,32.303,22.179,0.779,106,45,46,,
T,2023-10-13 03:06:22,-33.91912506,151.22971840,2.71,32.329,22.179,0.650,101,45,46,,
T,2023-10-13 03:06:23,-33.91912746,151.22972911,2.88,32.340,22.179,0.830,105,45,46,,
T,2023-10-13 03:06:24,-33.91912884,151.22974136,3.39,32.221,22.179,0.933,103,45,46,,
T,2023-10-13 03:06:25,-33.91913090,151.22975399,3.38,32.102,22.179,1.018,97,45,46,,
T,2023-10-13 03:06:26,-33.91913720,151.22976678,3.52,32.459,22.179,1.021,103,45,46,,
T,2023-10-13 03:06:27,-33.91914522,151.22978059,3.62,32.769,22.179,0.869,104,45,46,,
T,2023-10-13 03:06:28,-33.91915055,151.22979172,3.68,32.837,22.179,0.758,103,44,46,,
T,2023-10-13 03:06:29,-33.91915674,151.22980532,3.82,33.184,22.179,0.897,107,44,46,,
T,2023-10-13 03:06:30,-33.91916093,151.22982044,4.05,33.353,22.179,0.973,105,44,46,,
T,2023-10-13 03:06:31,-33.91916204,151.22983663,4.32,33.295,22.178,0.983,98,45,46,,
T,2023-10-13 03:06:32,-33.91916426,151.22985184,4.40,33.239,22.178,0.793,99,45,46,,
T,2023-10-13 03:06:33,-33.91916802,151.22986242,4.19,33.255,22.178,0.767,100,44,46,,
T,2023-10-13 03:06:34,-33.91916963,151.22987732,4.15,33.403,22.178,0.926,103,43,46,,
T,2023-10-13 03:06:35,-33.91917144,151.22989230,4.23,33.768,22.178,0.967,104,43,46,,
T,2023-10-13 03:06:36,-33.91917193,151.22990780,3.97,34.041,22.178,0.830,104,43,46,,
T,2023-10-13 03:06:37,-33.91917479,151.22991410,4.14,34.231,22.178,0.664,106,43,46,,
T,2023-10-13 03:06:38,-33.91917907,151.22991765,4.23,34.370,22.178,0.774,107,42,46,,
T,2023-10-13 03:06:39,-33.91918201,151.22992156,4.11,34.528,22.178,0.736,101,42,46,,
T,2023-10-13 03:06:40,-33.91918379,151.22992764,4.06,34.621,22.178,0.678,97,42,46,,
T,2023-10-13 03:06:41,-33.91918379,151.22993017,4.16,34.630,22.178,0.472,84,44,46,,
T,2023-10-13 03:06:42,-33.91918092,151.22993178,4.15,34.525,22.178,0.539,79,43,46,,
T,2023-10-13 03:06:43,-33.91917176,151.22993126,4.44,34.430,22.178,0.492,52,44,46,,
T,2023-10-13 03:06:44,-33.91916127,151.22992732,4.46,34.421,22.178,0.686,10,44,46,,
T,2023-10-13 03:06:45,-33.91915747,151.22992442,4.37,34.659,22.178,0.884,23,44,46,,
T,2023-10-13 03:06:46,-33.91915461,151.22992492,4.47,34.799,22.178,0.992,27,44,46,,
T,2023-10-13 03:06:47,-33.91914764,151.22992201,4.17,34.697,22.178,0.885,18,44,46,,
T,2023-10-13 03:06:48,-33.91913740,151.22992193,3.72,34.626,22.178,0.820,21,45,46,,
T,2023-10-13 03:06:49,-33.91913307,151.22991909,3.35,34.553,22.178,0.941,24,45,46,,
T,2023-10-13 03:06:50,-33.91912289,151.22992340,3.28,34.444,22.179,0.812,20,45,46,,
T,2023-10-13 03:06:51,-33.91911465,151.22992593,2.91,34.315,22.179,0.719,18,45,46,,
T,2023-10-13 03:06:52,-33.91910480,151.22992861,2.98,34.156,22.179,0.921,10,45,46,,
T,2023-10-13 03:06:53,-33.91909745,151.22993271,3.15,34.172,22.179,0.915,356,45,46,,
T,2023-10-13 03:06:54,-33.91908865,151.22993612,3.42,34.047,22.179,0.709,3,45,46,,
T,2023-10-13 03:06:55,-33.91908120,151.22993594,3.43,34.004,22.179,0.593,6,45,46,,
T,2023-10-13 03:06:56,-33.91907950,151.22993872,3.83,33.997,22.179,0.300,11,45,46,,
T,2023-10-13 03:06:57,-33.91908009,151.22994075,4.29,33.778,22.179,0.268,344,45,46,,
T,2023-10-13 03:06:58,-33.91907807,151.22993073,4.89,33.779,22.179,0.712,299,45,46,,
T,2023-10-13 03:06:59,-33.91907461,151.22991672,4.70,33.764,22.179,0.929,276,45,46,,
T,2023-10-13 03:07:00,-33.91907508,151.22990282,4.70,33.916,22.179,1.094,285,45,46,,
T,2023-10-13 03:07:01,-33.91907267,151.22988739,4.70,34.198,22.179,1.153,285,45,46,,
T,2023-10-13 03:07:02,-33.91907204,151.22986984,4.72,34.416,22.179,1.176,277,45,46,,
T,2023-10-13 03:07:03,-33.91907512,151.22985443,4.13,34.698,22.179,0.924,272,45,46,,
T,2023-10-13 03:07:04,-33.91907376,151.22984130,3.96,34.774,22.179,1.118,294,45,46,,
T,2023-10-13 03:07:05,-33.91907352,151.22982813,3.75,34.575,22.179,1.087,286,45,46,,
T,2023-10-13 03:07:06,-33.91907396,151.22981691,3.56,34.430,22.179,0.836,280,45,46,,
T,2023-10-13 03:07:07,-33.91907141,151.22980650,3.65,34.189,22.179,1.023,274,45,46,,
T,2023-10-13 03:07:08,-33.91907083,151.22979461,3.80,34.155,22.179,1.125,275,45,46,,
T,2023-10-13 03:07:09,-33.91906722,151.22978606,4.03,34.179,22.179,1.163,266,45,46,,
T,2023-10-13 03:07:10,-33.91906528,151.22977701,4.30,34.343,22.179,0.988,276,45,46,,
T,2023-10-13 03:07:11,-33.91906218,151.22976803,4.55,34.353,22.179,0.915,280,45,46,,
T,2023-10-13 03:07:12,-33.91906319,151.22975736,4.47,34.314,22.179,1.086,278,45,46,,
T,2023-10-13 03:07:13,-33.91906465,151.22974443,4.60,34.229,22.179,1.128,271,45,46,,
T,2023-10-13 03:07:14,-33.91906608,151.22973312,4.69,34.423,22.179,1.091,275,45,46,,
T,2023-10-13 03:07:15,-33.91906601,151.22972028,4.76,34.547,22.179,0.936,274,45,46,,
T,2023-10-13 03:07:16,-33.91906576,151.22970773,4.88,34.369,22.179,0.900,269,45,46,,
T,2023-10-13 03:07:17,-33.91906566,151.22969931,4.70,34.320,22.179,1.031,273,45,46,,
T,2023-10-13 03:07:18,-33.91906509,151.22969034,4.70,34.343,22.179,1.013,287,45,46,,
T,2023-10-13 03:07:19,-33.91906360,151.22968259,4.96,34.354,22.179,0.966,282,45,46,,
T,2023-10-13 03:07:20,-33.91906139,151.22967345,4.99,34.318,22.179,0.940,285,45,46,,
T,2023-10-13 03:07:21,-33.91906007,151.22966187,4.70,34.333,22.179,0.794,281,44,46,,
T,2023-10-13 03:07:22,-33.91905852,151.22964981,4.70,34.359,22.179,0.744,279,44,46,,
T,2023-10-13 03:07:23,-33.91905855,151.22963753,4.70,34.566,22.179,1.002,274,44,46,,
T,2023-10-13 03:07:24,-33.91906070,151.22962177,4.70,34.898,22.179,1.093,269,44,46,,
T,2023-10-13 03:07:25,-33.91906216,151.22960709,4.70,35.074,22.179,1.012,269,44,46,,
T,2023-10-13 03:07:26,-33.91906241,151.22959571,4.74,35.056,22.179,0.847,272,44,46,,
T,2023-10-13 03:07:27,-33.91906316,151.22958039,4.33,35.151,22.179,0.820,275,44,46,,
T,2023-10-13 03:07:28,-33.91906093,151.22956543,4.26,35.341,22.179,0.903,284,44,46,,
T,2023-10-13 03:07:29,-33.91906258,151.22954697,4.54,35.606,22.179,0.957,286,44,46,,
T,2023-10-13 03:07:30,-33.91906497,151.22953359,4.70,35.696,22.179,1.113,283,44,46,,
T,2023-10-13 03:07:31,-33.91906723,151.22951999,4.70,35.635,22.179,1.328,2,44,46,,
T,2023-10-13 03:07:32,-33.91906621,151.22950774,4.70,35.600,22.179,1.380,341,45,46,,
T,2023-10-13 03:07:33,-33.91906262,151.22949604,4.70,35.655,22.179,1.326,323,45,46,,
T,2023-10-13 03:07:34,-33.91905998,151.22948547,4.70,35.621,22.180,1.327,289,45,46,,
T,2023-10-13 03:07:35,-33.91905827,151.22947341,4.70,35.618,22.180,1.323,258,45,46,,
T,2023-10-13 03:07:36,-33.91905649,151.22945846,4.70,35.665,22.180,1.315,268,45,46,,
T,2023-10-13 03:07:37,-33.91905512,151.22945013,4.53,35.629,22.180,1.271,266,45,46,,
T,2023-10-13 03:07:38,-33.91905313,151.22944371,4.15,35.404,22.180,1.054,265,45,46,,
T,2023-10-13 03:07:39,-33.91905147,151.22943683,3.59,35.366,22.180,1.103,256,45,46,,
T,2023-10-13 03:07:40,-33.91904271,151.22942781,3.38,35.470,22.180,1.149,264,45,46,,
T,2023-10-13 03:07:41,-33.91903500,151.22941504,3.22,35.492,22.180,1.033,255,45,46,,
T,2023-10-13 03:07:42,-33.91903082,151.22939899,3.37,35.334,22.180,1.193,265,45,46,,
T,2023-10-13 03:07:43,-33.91902772,151.22938012,3.67,35.294,22.180,1.315,262,45,46,,
T,2023-10-13 03:07:44,-33.91902810,151.22936682,3.98,35.383,22.180,1.028,270,45,46,,
T,2023-10-13 03:07:45,-33.91902724,151.22935823,4.40,35.516,22.180,0.925,291,45,46,,
T,2023-10-13 03:07:46,-33.91902528,151.22934830,4.73,35.590,22.180,0.758,289,45,46,,
T,2023-10-13 03:07:47,-33.91902198,151.22933542,4.70,35.587,22.180,0.961,274,45,46,,
T,2023-10-13 03:07:48,-33.91901929,151.22932314,4.70,35.631,22.180,1.200,284,45,46,,
T,2023-10-13 03:07:49,-33.91901834,151.22930714,4.70,35.683,22.180,1.292,263,45,46,,
T,2023-10-13 03:07:50,-33.91901693,151.22929515,4.70,35.644,22.180,1.079,268,45,46,,
T,2023-10-13 03:07:51,-33.91901558,151.22928722,4.70,35.736,22.180,0.687,269,45,46,,
T,2023-10-13 03:07:52,-33.91901493,151.22927633,4.70,35.700,22.180,0.761,275,45,46,,
T,2023-10-13 03:07:53,-33.91901244,151.22926093,4.70,35.805,22.180,1.265,272,45,46,,
T,2023-10-13 03:07:54,-33.91900984,151.22924905,4.70,35.650,22.180,1.150,276,45,46,,
T,2023-10-13 03:07:55,-33.91900864,151.22923159,4.70,35.485,22.180,1.161,274,45,46,,
T,2023-10-13 03:07:56,-33.91900950,151.22921892,4.70,35.366,22.180,0.969,252,45,46,,
T,2023-10-13 03:07:57,-33.91900899,151.22921155,4.70,35.129,22.180,0.961,268,45,46,,
T,2023-10-13 03:07:58,-33.91900730,151.22920280,4.70,34.932,22.180,0.972,279,45,46,,
T,2023-10-13 03:07:59,-33.91900531,151.22919172,4.70,34.924,22.180,1.090,277,45,46,,
T,2023-10-13 03:08:00,-33.91900391,151.22917784,4.70,35.117,22.180,1.284,279,45,46,,
T,2023-10-13 03:08:01,-33.91900288,151.22916210,4.70,35.235,22.180,1.216,277,45,46,,
T,2023-10-13 03:08:02,-33.91900377,151.22914776,4.70,35.117,22.180,1.194,264,45,46,,
T,2023-10-13 03:08:03,-33.91900473,151.22913636,4.70,35.080,22.180,1.286,271,45,46,,
T,2023-10-13 03:08:04,-33.91900568,151.22912598,4.70,35.046,22.180,1.169,267,45,46,,
T,2023-10-13 03:08:05,-33.91900668,151.22911712,4.70,34.822,22.180,1.009,270,45,46,,
T,2023-10-13 03:08:06,-33.91900590,151.22910666,4.70,34.673,22.180,1.116,282,45,46,,
T,2023-10-13 03:08:07,-33.91900401,151.22909440,4.70,34.433,22.180,1.246,285,45,46,,
T,2023-10-13 03:08:08,-33.91900074,151.22908136,4.70,34.341,22.180,1.086,286,45,46,,
T,2023-10-13 03:08:09,-33.91899701,151.22906939,4.70,34.340,22.180,1.019,294,45,46,,
T,2023-10-13 03:08:10,-33.91899423,151.22905809,4.70,34.383,22.180,1.121,278,45,46,,
T,2023-10-13 03:08:11,-33.91899372,151.22904824,4.70,34.347,22.181,0.969,284,45,46,,
T,2023-10-13 03:08:12,-33.91899300,151.22903782,4.70,34.321,22.181,1.013,276,45,46,,
T,2023-10-13 03:08:13,-33.91899092,151.22902451,4.70,34.369,22.181,1.194,276,45,46,,
T,2023-10-13 03:08:14,-33.91898731,151.22900882,4.70,34.348,22.181,1.166,286,45,46,,
T,2023-10-13 03:08:15,-33.91898463,151.22899572,4.70,34.424,22.181,0.907,295,45,46,,
T,2023-10-13 03:08:16,-33.91897949,151.22899050,4.70,34.471,22.181,0.672,351,45,46,,
T,2023-10-13 03:08:17,-33.91896902,151.22899242,4.70,34.421,22.181,0.978,77,45,46,,
T,2023-10-13 03:08:18,-33.91895777,151.22900277,4.70,34.448,22.181,1.351,48,45,46,,
T,2023-10-13 03:08:19,-33.91894266,151.22901958,4.70,34.322,22.181,1.306,37,45,46,,
T,2023-10-13 03:08:20,-33.91893265,151.22902934,4.70,34.234,22.181,1.383,31,45,46,,
T,2023-10-13 03:08:21,-33.91892019,151.22903998,4.70,34.074,22.181,1.283,54,45,46,,
T,2023-10-13 03:08:22,-33.91890603,151.22903492,4.70,33.907,22.181,1.144,22,45,46,,
T,2023-10-13 03:08:23,-33.91889509,151.22903559,4.70,33.952,22.181,1.035,12,45,46,,
T,2023-10-13 03:08:24,-33.91888476,151.22903391,4.64,33.844,22.181,1.005,350,45,46,,
T,2023-10-13 03:08:25,-33.91887969,151.22903216,4.26,33.768,22.181,0.907,347,44,46,,
T,2023-10-13 03:08:26,-33.91887544,151.22903075,3.87,33.642,22.181,0.773,341,44,46,,
T,2023-10-13 03:08:27,-33.91886555,151.22903066,3.67,33.538,22.181,1.009,346,45,46,,
T,2023-10-13 03:08:28,-33.91885714,151.22903150,3.74,33.493,22.181,0.942,0,45,46,,
T,2023-10-13 03:08:29,-33.91884990,151.22903262,3.70,33.519,22.181,0.783,13,45,46,,
T,2023-10-13 03:08:30,-33.91884184,151.22903516,3.60,33.635,22.181,0.980,15,44,46,,
T,2023-10-13 03:08:31,-33.91883272,151.22904231,3.74,33.663,22.181,1.009,26,45,46,,
T,2023-10-13 03:08:32,-33.91882741,151.22905997,3.89,33.643,22.181,1.233,66,45,46,,
T,2023-10-13 03:08:33,-33.91882649,151.22907896,4.17,33.578,22.181,1.361,91,45,46,,
T,2023-10-13 03:08:34,-33.91882590,151.22909070,4.61,33.535,22.181,1.096,83,45,46,,
T,2023-10-13 03:08:35,-33.91882735,151.22910353,4.70,33.588,22.181,0.908,89,45,46,,
T,2023-10-13 03:08:36,-33.91882858,151.22911401,4.70,33.549,22.181,0.952,92,45,46,,
T,2023-10-13 03:08:37,-33.91882899,151.22912746,4.70,33.652,22.181,0.907,101,44,46,,
T,2023-10-13 03:08:38,-33.91882833,151.22913848,4.70,33.694,22.181,1.061,70,44,46,,
T,2023-10-13 03:08:39,-33.91882645,151.22914898,4.70,33.709,22.181,1.178,27,44,46,,
T,2023-10-13 03:08:40,-33.91882492,151.22915901,4.70,33.695,22.181,1.216,90,44,46,,
T,2023-10-13 03:08:41,-33.91882827,151.22917317,4.70,33.647,22.181,1.251,86,44,46,,
T,2023-10-13 03:08:42,-33.91883628,151.22918865,4.70,33.470,22.181,1.208,103,44,46,,
T,2023-10-13 03:08:43,-33.91883908,151.22919666,4.70,33.607,22.181,0.845,101,44,46,,
T,2023-10-13 03:08:44,-33.91884074,151.22919965,4.90,34.277,22.181,0.369,102,44,46,,
T,2023-10-13 03:08:45,-33.91883915,151.22919984,4.90,34.765,22.181,0.015,104,44,46,,
T,2023-10-13 03:08:46,-33.91883878,151.22920075,4.90,34.948,22.181,0.030,102,45,47,,
T,2023-10-13 03:08:47,-33.91883878,151.22920075,4.90,34.948,22.181,0.104,102,46,47,,
T,2023-10-13 03:08:48,-33.91883878,151.22920075,4.90,34.948,22.181,0.156,102,46,47,,
T,2023-10-13 03:08:49,-33.91883878,151.22920075,4.90,34.948,22.181,0.109,102,46,47,,
T,2023-10-13 03:08:50,-33.91883878,151.22920075,4.90,34.948,22.181,0.076,102,46,47,,
T,2023-10-13 03:08:51,-33.91884188,151.22919768,4.70,34.925,22.181,0.158,124,46,47,,
T,2023-10-13 03:08:52,-33.91884635,151.22919855,4.70,34.916,22.181,0.415,113,45,46,,
T,2023-10-13 03:08:53,-33.91885324,151.22920367,4.70,34.971,22.181,0.726,105,45,46,,
T,2023-10-13 03:08:54,-33.91885507,151.22921543,4.70,34.908,22.181,0.937,98,44,46,,
T,2023-10-13 03:08:55,-33.91885736,151.22922614,4.70,34.999,22.181,1.074,98,44,46,,
T,2023-10-13 03:08:56,-33.91886099,151.22923587,4.70,35.054,22.181,0.967,99,44,46,,
T,2023-10-13 03:08:57,-33.91886440,151.22925043,4.98,35.087,22.181,0.901,107,44,46,,
T,2023-10-13 03:08:58,-33.91886922,151.22926908,4.49,35.142,22.181,1.360,109,44,46,,
