type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-10-13 05:54:15,-33.91801221,151.22830688,3.63,35.182,22.186,0.553,37,46,48,,
T,2023-10-13 05:54:16,-33.91801309,151.22830128,3.68,35.020,22.186,0.072,17,45,48,,
T,2023-10-13 05:54:17,-33.91801322,151.22829616,3.94,35.100,22.186,-0.054,49,45,48,,
T,2023-10-13 05:54:18,-33.91801157,151.22828449,4.02,35.109,22.186,-0.340,57,45,48,,
T,2023-10-13 05:54:19,-33.91800789,151.22826966,4.53,35.123,22.186,-0.257,94,45,48,,
T,2023-10-13 05:54:20,-33.91800778,151.22825650,4.70,34.965,22.186,-0.476,93,45,48,,
T,2023-10-13 05:54:21,-33.91800769,151.22824780,4.70,34.846,22.186,-0.092,94,46,49,,
T,2023-10-13 05:54:22,-33.91800769,151.22824780,4.90,34.846,22.186,0.279,94,46,49,,
T,2023-10-13 05:54:23,-33.91800876,151.22824686,4.90,34.429,22.186,0.125,95,47,49,,
T,2023-10-13 05:54:24,-33.91800549,151.22824635,4.90,34.212,22.186,0.145,95,47,49,,
T,2023-10-13 05:54:25,-33.91800549,151.22824635,4.90,34.212,22.186,0.197,95,47,49,,
T,2023-10-13 05:54:26,-33.91800523,151.22824257,4.70,34.205,22.186,0.364,91,47,49,,
T,2023-10-13 05:54:27,-33.91800661,151.22823515,4.70,34.119,22.186,0.377,95,46,48,,
T,2023-10-13 05:54:28,-33.91800525,151.22822851,5.11,34.274,22.186,0.411,92,46,48,,
T,2023-10-13 05:54:29,-33.91800206,151.22822192,5.82,34.259,22.186,0.603,76,46,48,,
T,2023-10-13 05:54:30,-33.91799877,151.22821219,5.15,34.282,22.186,0.574,63,45,48,,
T,2023-10-13 05:54:31,-33.91799411,151.22820553,4.70,34.484,22.186,0.520,16,45,48,,
T,2023-10-13 05:54:32,-33.91799093,151.22819844,4.70,34.582,22.186,0.602,341,45,48,,
T,2023-10-13 05:54:33,-33.91798519,151.22818873,4.70,34.550,22.186,0.575,313,45,48,,
T,2023-10-13 05:54:34,-33.91798132,151.22817798,4.70,34.599,22.186,0.780,298,45,48,,
T,2023-10-13 05:54:35,-33.91797661,151.22816592,5.33,34.723,22.186,0.892,291,45,48,,
T,2023-10-13 05:54:36,-33.91798238,151.22816466,4.70,34.759,22.186,0.783,287,45,48,,
T,2023-10-13 05:54:37,-33.91798163,151.22815213,4.70,34.937,22.186,0.670,291,45,48,,
T,2023-10-13 05:54:38,-33.91797623,151.22814076,4.70,35.058,22.186,0.846,283,45,48,,
T,2023-10-13 05:54:39,-33.91797138,151.22813093,4.85,35.139,22.186,0.747,285,45,48,,
T,2023-10-13 05:54:40,-33.91796931,151.22812271,3.36,35.128,22.186,0.719,287,46,49,,
T,2023-10-13 05:54:41,-33.91796628,151.22811315,3.74,35.339,22.186,0.951,295,46,49,,
T,2023-10-13 05:54:42,-33.91796558,151.22810236,3.99,35.466,22.186,0.938,294,46,49,,
T,2023-10-13 05:54:43,-33.91796354,151.22809113,4.06,35.648,22.186,0.979,289,46,49,,
T,2023-10-13 05:54:44,-33.91796547,151.22807981,4.23,35.765,22.186,0.795,279,46,49,,
T,2023-10-13 05:54:45,-33.91796619,151.22807242,4.30,35.670,22.186,0.742,276,46,49,,
T,2023-10-13 05:54:46,-33.91796526,151.22806512,4.07,35.521,22.187,0.951,280,45,48,,
T,2023-10-13 05:54:47,-33.91796383,151.22805716,3.89,35.513,22.187,0.802,277,45,48,,
T,2023-10-13 05:54:48,-33.91796340,151.22804866,3.78,35.504,22.187,0.818,272,45,48,,
T,2023-10-13 05:54:49,-33.91796172,151.22803502,3.66,35.430,22.187,1.021,275,44,48,,
T,2023-10-13 05:54:50,-33.91795968,151.22802228,3.49,35.382,22.187,1.058,275,44,48,,
T,2023-10-13 05:54:51,-33.91795904,151.22801280,3.50,35.492,22.187,1.032,267,44,48,,
T,2023-10-13 05:54:52,-33.91795823,151.22800194,3.75,35.542,22.187,0.822,268,44,48,,
T,2023-10-13 05:54:53,-33.91795692,151.22799174,3.98,35.429,22.187,0.745,271,44,48,,
T,2023-10-13 05:54:54,-33.91795670,151.22798280,3.87,35.322,22.187,0.913,272,44,49,,
T,2023-10-13 05:54:55,-33.91795552,151.22797393,3.79,35.220,22.187,0.909,278,46,49,,
T,2023-10-13 05:54:56,-33.91795504,151.22796461,3.79,35.225,22.187,0.783,277,46,49,,
T,2023-10-13 05:54:57,-33.91795511,151.22795684,3.58,35.239,22.187,0.728,279,46,49,,
T,2023-10-13 05:54:58,-33.91795432,151.22794789,3.20,35.121,22.187,0.878,281,46,49,,
T,2023-10-13 05:54:59,-33.91795035,151.22793976,3.29,35.098,22.187,0.869,277,46,49,,
T,2023-10-13 05:55:00,-33.91794612,151.22793199,3.55,35.044,22.187,0.717,276,46,49,,
T,2023-10-13 05:55:01,-33.91794442,151.22792469,3.65,34.959,22.187,0.641,280,46,49,,
T,2023-10-13 05:55:02,-33.91794358,151.22791775,4.01,34.934,22.187,0.817,286,46,49,,
T,2023-10-13 05:55:03,-33.91793975,151.22791267,4.23,34.839,22.187,0.698,303,46,49,,
T,2023-10-13 05:55:04,-33.91793817,151.22790779,4.19,34.770,22.187,0.660,301,46,49,,
T,2023-10-13 05:55:05,-33.91793624,151.22789978,4.04,34.734,22.187,0.845,295,46,49,,
T,2023-10-13 05:55:06,-33.91793115,151.22788907,4.23,34.709,22.187,0.896,291,46,49,,
T,2023-10-13 05:55:07,-33.91792897,151.22787732,4.50,34.404,22.187,0.878,288,46,49,,
T,2023-10-13 05:55:08,-33.91792759,151.22786677,4.55,34.360,22.187,0.731,288,46,49,,
T,2023-10-13 05:55:09,-33.91792673,151.22785638,4.70,34.228,22.187,0.732,283,46,49,,
T,2023-10-13 05:55:10,-33.91792161,151.22784563,4.70,33.970,22.187,0.978,299,46,49,,
T,2023-10-13 05:55:11,-33.91791481,151.22783385,4.70,33.794,22.187,0.874,310,46,49,,
T,2023-10-13 05:55:12,-33.91791039,151.22782130,4.60,33.663,22.187,0.813,323,46,49,,
T,2023-10-13 05:55:13,-33.91790548,151.22781244,4.59,33.477,22.187,0.890,328,47,50,,
T,2023-10-13 05:55:14,-33.91790075,151.22780576,4.50,33.653,22.187,0.907,316,47,50,,
T,2023-10-13 05:55:15,-33.91789672,151.22779782,4.51,33.923,22.187,0.947,307,47,50,,
T,2023-10-13 05:55:16,-33.91789484,151.22778880,4.45,33.926,22.187,0.767,301,47,50,,
T,2023-10-13 05:55:17,-33.91789385,151.22778178,4.49,34.096,22.187,0.703,294,47,50,,
T,2023-10-13 05:55:18,-33.91789245,151.22777393,4.70,34.197,22.187,0.895,294,47,50,,
T,2023-10-13 05:55:19,-33.91789038,151.22776215,4.70,34.256,22.187,0.963,285,46,49,,
T,2023-10-13 05:55:20,-33.91788863,151.22774750,4.70,34.283,22.187,0.832,283,46,49,,
T,2023-10-13 05:55:21,-33.91789006,151.22774211,5.91,34.263,22.187,0.579,279,46,49,,
T,2023-10-13 05:55:22,-33.91789229,151.22773276,8.26,34.364,22.187,0.842,278,46,49,,
T,2023-10-13 05:55:23,-33.91789448,151.22772424,8.36,34.416,22.187,0.853,284,46,49,,
T,2023-10-13 05:55:24,-33.91789615,151.22770933,7.97,34.523,22.187,0.987,278,46,49,,
T,2023-10-13 05:55:25,-33.91789649,151.22769930,7.79,34.654,22.187,0.685,279,46,49,,
T,2023-10-13 05:55:26,-33.91789639,151.22769102,8.14,34.750,22.187,0.766,292,46,49,,
T,2023-10-13 05:55:27,-33.91789393,151.22768279,8.09,34.820,22.187,0.868,288,46,49,,
T,2023-10-13 05:55:28,-33.91789222,151.22767195,8.12,34.868,22.187,0.927,287,46,49,,
T,2023-10-13 05:55:29,-33.91789098,151.22766259,8.79,34.955,22.187,0.826,285,47,50,,
T,2023-10-13 05:55:30,-33.91789013,151.22765570,9.05,35.050,22.187,0.850,271,47,50,,
T,2023-10-13 05:55:31,-33.91789012,151.22764637,9.09,35.003,22.188,0.925,265,47,50,,
T,2023-10-13 05:55:32,-33.91788892,151.22763617,8.46,35.070,22.188,1.025,272,47,50,,
T,2023-10-13 05:55:33,-33.91788799,151.22762275,8.46,35.064,22.188,0.988,273,47,50,,
T,2023-10-13 05:55:34,-33.91788930,151.22761056,9.09,35.078,22.188,0.893,268,47,50,,
T,2023-10-13 05:55:35,-33.91789015,151.22760039,8.81,35.210,22.188,1.099,253,47,50,,
T,2023-10-13 05:55:36,-33.91789219,151.22759228,8.85,35.257,22.188,1.121,279,46,49,,
T,2023-10-13 05:55:37,-33.91789440,151.22758297,9.08,35.281,22.188,0.766,274,46,49,,
T,2023-10-13 05:55:38,-33.91789767,151.22757258,8.69,35.387,22.188,0.644,235,46,49,,
T,2023-10-13 05:55:39,-33.91790306,151.22756509,7.27,35.347,22.188,0.721,211,46,49,,
T,2023-10-13 05:55:40,-33.91790957,151.22756277,6.51,35.146,22.188,0.443,203,46,49,,
T,2023-10-13 05:55:41,-33.91792046,151.22755997,5.94,35.338,22.188,0.854,179,46,49,,
T,2023-10-13 05:55:42,-33.91792944,151.22756133,5.29,35.510,22.187,0.854,191,47,49,,
T,2023-10-13 05:55:43,-33.91793691,151.22756649,5.51,35.803,22.187,0.645,133,47,49,,
T,2023-10-13 05:55:44,-33.91794507,151.22756811,4.70,36.178,22.187,0.903,172,47,49,,
T,2023-10-13 05:55:45,-33.91795168,151.22756758,4.70,36.369,22.187,0.597,175,47,49,,
T,2023-10-13 05:55:46,-33.91795325,151.22757413,4.70,36.707,22.187,0.108,163,47,49,,
T,2023-10-13 05:55:47,-33.91795009,151.22757902,4.90,36.921,22.187,0.270,152,47,49,,
T,2023-10-13 05:55:48,-33.91795399,151.22758203,4.70,37.242,22.187,0.533,171,47,49,,
T,2023-10-13 05:55:49,-33.91796300,151.22758396,4.34,37.138,22.187,0.626,191,47,49,,
T,2023-10-13 05:55:50,-33.91797404,151.22758265,4.46,36.734,22.187,0.671,187,47,49,,
T,2023-10-13 05:55:51,-33.91798436,151.22758181,4.41,36.732,22.187,0.848,199,46,49,,
T,2023-10-13 05:55:52,-33.91799254,151.22758039,3.52,36.797,22.187,0.742,204,45,49,,
T,2023-10-13 05:55:53,-33.91799859,151.22757822,2.83,36.783,22.187,0.899,212,45,49,,
T,2023-10-13 05:55:54,-33.91800507,151.22757339,2.81,36.612,22.187,1.073,212,45,49,,
T,2023-10-13 05:55:55,-33.91801072,151.22756902,3.22,36.421,22.187,1.024,184,46,49,,
T,2023-10-13 05:55:56,-33.91801651,151.22757092,3.59,36.204,22.187,0.848,176,46,49,,
T,2023-10-13 05:55:57,-33.91802297,151.22756552,4.18,35.937,22.187,0.680,201,46,49,,
T,2023-10-13 05:55:58,-33.91802982,151.22756076,4.22,36.056,22.187,0.802,205,46,49,,
T,2023-10-13 05:55:59,-33.91804239,151.22755609,3.98,36.068,22.187,1.142,193,46,49,,
T,2023-10-13 05:56:00,-33.91805029,151.22755393,3.51,36.061,22.187,0.897,207,46,49,,
T,2023-10-13 05:56:01,-33.91805682,151.22755422,3.45,36.112,22.187,0.733,190,46,49,,
T,2023-10-13 05:56:02,-33.91806661,151.22755447,3.44,36.100,22.187,0.860,197,46,49,,
T,2023-10-13 05:56:03,-33.91807660,151.22755191,3.83,35.907,22.187,1.014,190,46,49,,
T,2023-10-13 05:56:04,-33.91808298,151.22755188,4.54,35.720,22.187,0.858,189,46,49,,
T,2023-10-13 05:56:05,-33.91809111,151.22755185,4.70,35.391,22.187,0.715,181,46,49,,
T,2023-10-13 05:56:06,-33.91810106,151.22754808,4.70,35.151,22.187,0.840,181,46,49,,
T,2023-10-13 05:56:07,-33.91811052,151.22754212,4.70,34.899,22.187,1.153,207,46,49,,
T,2023-10-13 05:56:08,-33.91812056,151.22753612,4.70,34.739,22.187,1.216,192,46,49,,
T,2023-10-13 05:56:09,-33.91812538,151.22753135,4.70,34.510,22.187,0.907,186,46,49,,
T,2023-10-13 05:56:10,-33.91812929,151.22752970,4.70,34.379,22.187,0.815,187,46,49,,
T,2023-10-13 05:56:11,-33.91813609,151.22752883,4.70,34.459,22.187,0.728,183,46,49,,
T,2023-10-13 05:56:12,-33.91814603,151.22752630,4.70,34.568,22.187,0.933,188,47,49,,
T,2023-10-13 05:56:13,-33.91815521,151.22752458,4.70,34.440,22.187,1.106,174,47,49,,
T,2023-10-13 05:56:14,-33.91816048,151.22752463,4.70,34.085,22.187,0.559,174,47,49,,
T,2023-10-13 05:56:15,-33.91816927,151.22751956,4.70,33.906,22.187,0.928,202,47,49,,
T,2023-10-13 05:56:16,-33.91817712,151.22751547,4.70,33.818,22.186,0.908,196,47,49,,
T,2023-10-13 05:56:17,-33.91818627,151.22751698,4.70,33.924,22.186,0.814,180,47,49,,
T,2023-10-13 05:56:18,-33.91819203,151.22752126,4.70,34.269,22.186,0.447,172,47,49,,
T,2023-10-13 05:56:19,-33.91819611,151.22752636,4.70,34.467,22.186,0.543,158,47,49,,
T,2023-10-13 05:56:20,-33.91820600,151.22753239,4.70,34.507,22.186,1.005,172,47,49,,
T,2023-10-13 05:56:21,-33.91821627,151.22753216,4.70,34.605,22.186,1.108,213,47,49,,
T,2023-10-13 05:56:22,-33.91822498,151.22753096,4.70,34.428,22.186,0.888,195,47,49,,
T,2023-10-13 05:56:23,-33.91823198,151.22753011,4.70,34.168,22.186,0.717,208,47,49,,
T,2023-10-13 05:56:24,-33.91823857,151.22752882,4.70,34.162,22.186,0.801,198,47,49,,
T,2023-10-13 05:56:25,-33.91824643,151.22752804,4.70,34.244,22.186,0.798,197,47,49,,
T,2023-10-13 05:56:26,-33.91825774,151.22752369,4.70,34.508,22.186,0.998,202,46,49,,
T,2023-10-13 05:56:27,-33.91826724,151.22752079,4.70,34.444,22.186,0.757,186,47,49,,
T,2023-10-13 05:56:28,-33.91827520,151.22751920,4.70,34.372,22.186,0.874,193,47,49,,
T,2023-10-13 05:56:29,-33.91828661,151.22751418,4.70,34.339,22.186,1.301,186,47,49,,
T,2023-10-13 05:56:30,-33.91829666,151.22751060,4.70,34.354,22.186,1.191,189,47,49,,
T,2023-10-13 05:56:31,-33.91830306,151.22750844,4.70,34.160,22.186,1.072,174,46,49,,
T,2023-10-13 05:56:32,-33.91830851,151.22750879,4.70,34.103,22.186,0.796,171,47,49,,
T,2023-10-13 05:56:33,-33.91831626,151.22750994,4.70,34.168,22.186,0.785,176,47,49,,
T,2023-10-13 05:56:34,-33.91831656,151.22750863,4.70,34.234,22.186,0.870,189,47,49,,
T,2023-10-13 05:56:35,-33.91832342,151.22750063,4.70,34.248,22.186,0.912,213,47,49,,
T,2023-10-13 05:56:36,-33.91833555,151.22749669,4.70,34.259,22.186,0.984,193,47,49,,
T,2023-10-13 05:56:37,-33.91834295,151.22749718,4.70,34.414,22.186,0.987,192,47,49,,
T,2023-10-13 05:56:38,-33.91835555,151.22749659,4.70,34.552,22.186,0.839,192,45,49,,
T,2023-10-13 05:56:39,-33.91836048,151.22748848,4.85,34.404,22.186,0.794,196,45,49,,
T,2023-10-13 05:56:40,-33.91836607,151.22748457,4.56,34.198,22.186,0.783,185,45,49,,
T,2023-10-13 05:56:41,-33.91837304,151.22748296,4.29,34.281,22.186,0.821,185,45,49,,
T,2023-10-13 05:56:42,-33.91838022,151.22747940,4.07,34.156,22.186,1.204,204,45,49,,
T,2023-10-13 05:56:43,-33.91838992,151.22747629,3.84,33.917,22.186,1.150,190,45,49,,
T,2023-10-13 05:56:44,-33.91839934,151.22747267,3.82,33.733,22.186,0.862,183,45,49,,
T,2023-10-13 05:56:45,-33.91840661,151.22747024,3.76,33.523,22.186,0.912,182,45,49,,
T,2023-10-13 05:56:46,-33.91841240,151.22746748,3.59,33.484,22.186,0.856,193,45,49,,
T,2023-10-13 05:56:47,-33.91841929,151.22746750,3.67,33.557,22.186,1.064,204,45,49,,
T,2023-10-13 05:56:48,-33.91842691,151.22746943,3.77,33.731,22.185,0.913,185,45,49,,
T,2023-10-13 05:56:49,-33.91843485,151.22747029,3.62,33.838,22.185,0.825,190,44,49,,
T,2023-10-13 05:56:50,-33.91844102,151.22746946,3.45,33.643,22.185,0.649,189,44,49,,
T,2023-10-13 05:56:51,-33.91844794,151.22746322,3.53,33.378,22.185,0.797,188,44,49,,
T,2023-10-13 05:56:52,-33.91845640,151.22745897,3.58,33.221,22.185,0.996,189,44,49,,
T,2023-10-13 05:56:53,-33.91846531,151.22745601,4.06,33.163,22.185,0.868,191,44,49,,
T,2023-10-13 05:56:54,-33.91847486,151.22745244,4.53,33.094,22.185,0.914,192,46,49,,
T,2023-10-13 05:56:55,-33.91848434,151.22744794,4.72,33.086,22.185,1.059,196,46,49,,
T,2023-10-13 05:56:56,-33.91849338,151.22744357,4.92,33.031,22.185,1.053,205,46,49,,
T,2023-10-13 05:56:57,-33.91850058,151.22744597,4.88,33.219,22.185,0.690,187,46,49,,
T,2023-10-13 05:56:58,-33.91850794,151.22744918,4.70,33.460,22.185,0.713,176,46,49,,
T,2023-10-13 05:56:59,-33.91851689,151.22745097,4.70,33.616,22.185,1.029,182,46,49,,
T,2023-10-13 05:57:00,-33.91852528,151.22744977,4.70,33.729,22.185,1.018,181,46,49,,
T,2023-10-13 05:57:01,-33.91853344,151.22745324,4.70,33.946,22.185,0.923,175,46,49,,
T,2023-10-13 05:57:02,-33.91854221,151.22745186,4.70,34.121,22.185,1.010,148,46,49,,
T,2023-10-13 05:57:03,-33.91854906,151.22745237,4.70,34.225,22.185,0.760,241,46,49,,
T,2023-10-13 05:57:04,-33.91855170,151.22745012,4.70,34.323,22.185,0.377,225,46,49,,
T,2023-10-13 05:57:05,-33.91855528,151.22744823,4.88,34.322,22.185,0.398,181,46,49,,
T,2023-10-13 05:57:06,-33.91856122,151.22744604,4.47,34.207,22.185,0.734,181,46,49,,
T,2023-10-13 05:57:07,-33.91857058,151.22744717,3.61,34.043,22.185,0.881,183,46,49,,
T,2023-10-13 05:57:08,-33.91858050,151.22744689,3.48,33.951,22.185,0.987,188,46,49,,
T,2023-10-13 05:57:09,-33.91858847,151.22744482,3.62,33.908,22.185,0.511,187,46,49,,
T,2023-10-13 05:57:10,-33.91859762,151.22743999,3.69,33.870,22.185,0.689,167,46,49,,
T,2023-10-13 05:57:11,-33.91860509,151.22744032,4.15,33.868,22.185,0.626,43,46,49,,
T,2023-10-13 05:57:12,-33.91860959,151.22743813,4.76,33.629,22.185,0.028,173,46,49,,
T,2023-10-13 05:57:13,-33.91861851,151.22743878,4.70,33.530,22.185,0.925,169,46,49,,
T,2023-10-13 05:57:14,-33.91862637,151.22743775,4.70,33.590,22.185,0.630,179,46,49,,
T,2023-10-13 05:57:15,-33.91863487,151.22743666,4.80,33.495,22.185,0.586,180,46,49,,
T,2023-10-13 05:57:16,-33.91864361,151.22743467,4.37,33.432,22.185,1.018,204,46,49,,
T,2023-10-13 05:57:17,-33.91865380,151.22742898,3.81,33.007,22.185,1.400,180,46,49,,
T,2023-10-13 05:57:18,-33.91866827,151.22742179,3.07,32.935,22.185,1.399,184,46,49,,
T,2023-10-13 05:57:19,-33.91866871,151.22741032,2.85,32.970,22.185,1.075,199,46,49,,
T,2023-10-13 05:57:20,-33.91867226,151.22740981,2.90,33.106,22.185,0.900,203,46,49,,
T,2023-10-13 05:57:21,-33.91867820,151.22740874,2.77,33.180,22.185,0.878,186,46,49,,
T,2023-10-13 05:57:22,-33.91868536,151.22740712,2.49,33.176,22.184,0.723,194,46,49,,
T,2023-10-13 05:57:23,-33.91869050,151.22740552,2.45,33.044,22.184,0.603,208,46,49,,
T,2023-10-13 05:57:24,-33.91869498,151.22740604,2.66,33.029,22.184,0.698,193,46,49,,
T,2023-10-13 05:57:25,-33.91870164,151.22740533,2.63,32.993,22.184,0.618,192,45,49,,
T,2023-10-13 05:57:26,-33.91871054,151.22740796,2.81,33.075,22.184,0.594,174,45,49,,
T,2023-10-13 05:57:27,-33.91872032,151.22741126,3.21,32.890,22.184,0.756,173,45,49,,
T,2023-10-13 05:57:28,-33.91873044,151.22741381,3.62,32.756,22.184,0.923,182,45,49,,
T,2023-10-13 05:57:29,-33.91874119,151.22741142,3.94,32.852,22.184,0.934,190,46,49,,
T,2023-10-13 05:57:30,-33.91874896,151.22741046,4.42,32.991,22.184,0.728,198,46,49,,
T,2023-10-13 05:57:31,-33.91875490,151.22740913,4.64,33.172,22.184,0.764,193,46,49,,
T,2023-10-13 05:57:32,-33.91876041,151.22741004,4.74,33.203,22.184,0.765,187,46,49,,
T,2023-10-13 05:57:33,-33.91876584,151.22741087,4.97,33.040,22.184,0.925,187,46,49,,
T,2023-10-13 05:57:34,-33.91877062,151.22740963,4.89,32.979,22.184,0.845,202,46,49,,
T,2023-10-13 05:57:35,-33.91877600,151.22740633,4.73,32.882,22.184,0.645,202,46,49,,
T,2023-10-13 05:57:36,-33.91878260,151.22740518,4.59,32.734,22.184,0.564,198,46,49,,
T,2023-10-13 05:57:37,-33.91879016,151.22740144,4.60,32.475,22.184,0.858,173,46,49,,
T,2023-10-13 05:57:38,-33.91879635,151.22739853,4.37,32.378,22.184,0.773,205,46,49,,
T,2023-10-13 05:57:39,-33.91880435,151.22739515,4.27,32.305,22.184,0.635,195,46,49,,
T,2023-10-13 05:57:40,-33.91881286,151.22738797,4.39,32.392,22.184,0.750,201,46,49,,
T,2023-10-13 05:57:41,-33.91882031,151.22738241,4.85,32.534,22.184,0.745,210,46,49,,
T,2023-10-13 05:57:42,-33.91882581,151.22738154,4.62,32.628,22.184,0.520,202,46,49,,
T,2023-10-13 05:57:43,-33.91883491,151.22738645,4.65,32.733,22.184,0.584,164,46,49,,
T,2023-10-13 05:57:44,-33.91884234,151.22739451,4.62,32.740,22.184,0.745,125,46,49,,
T,2023-10-13 05:57:45,-33.91884483,151.22740747,4.48,32.761,22.184,1.243,109,47,50,,
T,2023-10-13 05:57:46,-33.91884773,151.22742115,4.01,32.726,22.184,0.994,107,47,50,,
T,2023-10-13 05:57:47,-33.91885120,151.22743382,4.02,32.547,22.184,0.822,99,47,50,,
T,2023-10-13 05:57:48,-33.91885355,151.22744533,3.92,32.341,22.184,0.959,100,47,50,,
T,2023-10-13 05:57:49,-33.91885686,151.22745651,3.99,32.294,22.184,0.778,98,47,50,,
T,2023-10-13 05:57:50,-33.91885858,151.22746904,4.14,32.258,22.184,0.825,95,47,50,,
T,2023-10-13 05:57:51,-33.91885887,151.22747932,4.28,32.168,22.184,0.798,96,46,49,,
T,2023-10-13 05:57:52,-33.91885960,151.22749043,4.48,32.077,22.184,0.815,108,46,49,,
T,2023-10-13 05:57:53,-33.91886074,151.22750149,4.63,31.964,22.184,0.886,102,46,49,,
T,2023-10-13 05:57:54,-33.91886206,151.22751237,4.62,31.879,22.184,0.773,102,46,49,,
T,2023-10-13 05:57:55,-33.91886397,151.22752336,4.52,31.843,22.184,0.716,93,46,49,,
T,2023-10-13 05:57:56,-33.91886526,151.22753539,4.56,31.881,22.184,0.993,94,46,49,,
T,2023-10-13 05:57:57,-33.91886797,151.22754452,4.49,32.049,22.183,0.894,97,46,49,,
T,2023-10-13 05:57:58,-33.91886954,151.22755387,4.63,32.090,22.183,0.824,100,46,49,,
T,2023-10-13 05:57:59,-33.91887003,151.22756422,4.70,32.076,22.183,0.784,96,46,49,,
T,2023-10-13 05:58:00,-33.91887101,151.22757546,4.89,32.106,22.183,1.035,95,46,49,,
T,2023-10-13 05:58:01,-33.91887199,151.22758650,4.94,31.976,22.183,1.084,94,45,49,,
T,2023-10-13 05:58:02,-33.91887319,151.22759654,4.70,32.226,22.183,0.916,97,45,49,,
T,2023-10-13 05:58:03,-33.91887605,151.22760831,4.62,32.437,22.183,0.765,100,45,49,,
T,2023-10-13 05:58:04,-33.91887781,151.22761998,4.26,32.625,22.183,0.766,98,45,49,,
T,2023-10-13 05:58:05,-33.91887865,151.22762919,3.95,32.729,22.183,0.878,91,45,49,,
T,2023-10-13 05:58:06,-33.91888016,151.22763792,3.66,32.882,22.183,0.852,95,45,49,,
T,2023-10-13 05:58:07,-33.91887998,151.22764566,3.20,32.987,22.183,0.871,98,46,49,,
T,2023-10-13 05:58:08,-33.91888110,151.22765095,2.89,32.905,22.183,0.688,99,46,49,,
T,2023-10-13 05:58:09,-33.91888290,151.22765697,3.07,32.878,22.183,0.601,103,46,49,,
T,2023-10-13 05:58:10,-33.91888581,151.22766392,3.03,32.828,22.183,0.755,98,46,49,,
T,2023-10-13 05:58:11,-33.91888419,151.22767169,3.08,32.699,22.183,0.718,75,46,49,,
T,2023-10-13 05:58:12,-33.91888464,151.22767945,3.78,32.525,22.183,0.703,83,46,49,,
T,2023-10-13 05:58:13,-33.91888464,151.22768611,4.51,32.524,22.183,0.737,86,46,49,,
T,2023-10-13 05:58:14,-33.91888752,151.22769805,4.70,32.449,22.183,0.827,93,46,49,,
T,2023-10-13 05:58:15,-33.91889026,151.22771573,4.70,32.513,22.183,1.013,93,46,49,,
T,2023-10-13 05:58:16,-33.91888655,151.22772537,4.70,32.508,22.183,0.886,100,46,49,,
T,2023-10-13 05:58:17,-33.91889281,151.22773353,4.70,32.388,22.183,0.947,122,46,49,,
T,2023-10-13 05:58:18,-33.91889559,151.22774621,4.70,32.390,22.183,1.109,116,46,49,,
T,2023-10-13 05:58:19,-33.91889273,151.22775486,4.70,32.128,22.183,1.243,113,46,49,,
T,2023-10-13 05:58:20,-33.91887982,151.22776449,4.70,31.771,22.183,1.024,55,46,49,,
T,2023-10-13 05:58:21,-33.91888484,151.22777294,4.70,31.714,22.183,0.874,77,46,49,,
T,2023-10-13 05:58:22,-33.91889091,151.22778762,4.70,31.669,22.183,1.002,96,46,49,,
T,2023-10-13 05:58:23,-33.91889492,151.22779867,4.70,31.840,22.183,0.899,98,45,49,,
T,2023-10-13 05:58:24,-33.91889698,151.22780702,4.70,31.816,22.183,0.970,100,46,49,,
T,2023-10-13 05:58:25,-33.91889670,151.22781405,4.70,31.825,22.183,1.042,100,46,49,,
T,2023-10-13 05:58:26,-33.91889547,151.22782126,4.50,31.701,22.183,0.881,101,46,49,,
T,2023-10-13 05:58:27,-33.91889120,151.22783290,3.79,31.518,22.183,0.747,97,46,49,,
T,2023-10-13 05:58:28,-33.91888908,151.22784389,3.59,31.375,22.183,0.850,92,46,49,,
T,2023-10-13 05:58:29,-33.91888919,151.22785455,3.59,31.505,22.183,0.903,76,46,49,,
T,2023-10-13 05:58:30,-33.91889450,151.22786939,3.68,31.438,22.183,1.102,112,46,49,,
T,2023-10-13 05:58:31,-33.91889524,151.22786741,3.98,31.396,22.183,0.474,109,46,49,,
T,2023-10-13 05:58:32,-33.91889960,151.22787224,4.78,31.618,22.183,0.548,111,46,49,,
T,2023-10-13 05:58:33,-33.91890823,151.22788830,4.70,31.803,22.183,1.012,110,47,49,,
T,2023-10-13 05:58:34,-33.91891284,151.22790045,4.70,32.126,22.183,1.000,136,47,49,,
T,2023-10-13 05:58:35,-33.91891381,151.22790608,4.70,32.218,22.183,0.655,92,47,49,,
T,2023-10-13 05:58:36,-33.91891720,151.22791744,4.70,32.260,22.183,0.726,95,47,49,,
T,2023-10-13 05:58:37,-33.91892304,151.22793094,4.70,32.241,22.183,1.043,105,47,49,,
T,2023-10-13 05:58:38,-33.91892082,151.22793943,4.70,32.280,22.183,1.119,105,47,49,,
T,2023-10-13 05:58:39,-33.91892002,151.22795255,4.70,32.380,22.183,0.881,83,48,50,,
T,2023-10-13 05:58:40,-33.91892043,151.22796117,4.70,32.469,22.183,0.940,88,47,50,,
T,2023-10-13 05:58:41,-33.91892555,151.22797688,4.70,32.640,22.183,1.033,109,47,50,,
